age,resign,division,home_distance,education,employee_id,score_environment,major,gender,hourly_rate,score_contribution,job_rank,role,score_job_satisfication,marriage_status,monthly_income,companies_count,underage,over_time,salary_increment_percentage,rate_performance,score_work_relationahip,working_hours,time_total_working,last_year_training_time,score_work_life_balance,time_current_company,time_current_role,time_last_promotion,time_current_manager
20,Yes,Health and Technology,11,3,FT1111016,4,Computer Science,Female,98,2,1,Research Scientist,1,Single,2600,1,No,Yes,15,3,1,40,1,2,3,1,0,0,0
30,Yes,Health and Technology,5,3,FT1111017,2,Computer Science,Female,60,3,1,Laboratory Technician,2,Single,2422,0,No,No,17,3,1,40,4,3,3,3,2,1,2
26,No,Health and Technology,2,2,FT1111018,4,Computer Science,Male,32,4,2,Manufacturing Director,4,Married,5472,1,No,No,12,3,2,40,8,2,3,8,7,1,3
22,No,Health and Technology,8,1,FT1211019,2,Life Sciences,Male,94,1,1,Laboratory Technician,1,Married,2451,1,No,No,15,3,1,40,4,3,2,4,3,1,1
48,No,Health and Technology,6,3,FT1011022,1,Life Sciences,Male,97,2,2,Healthcare Representative,3,Single,4240,2,No,No,13,3,4,40,19,0,3,2,2,2,2
48,No,Health and Technology,4,4,FT1311024,3,Life Sciences,Male,78,2,3,Healthcare Representative,3,Single,10999,7,No,No,14,3,2,40,27,3,3,15,11,4,8
41,No,Health and Technology,7,2,FT1211025,4,Computer Science,Female,42,3,2,Manufacturing Director,3,Single,5003,6,No,No,14,3,2,40,8,6,3,2,2,2,1
39,No,Health and Technology,1,1,FT1011026,4,Life Sciences,Female,65,2,4,Manufacturing Director,4,Married,12742,1,No,No,16,3,3,40,21,3,3,21,6,11,8
27,No,Health and Technology,2,4,FT1011027,1,Life Sciences,Female,47,3,2,Manufacturing Director,4,Married,4227,0,No,No,18,3,2,40,4,2,3,3,2,2,2
35,No,Health and Technology,10,3,FT1211028,2,Other,Male,45,3,1,Laboratory Technician,4,Divorced,3917,1,No,No,20,4,1,40,3,4,2,3,2,1,2
42,No,Marketing,5,2,FT1311029,4,Marketing,Male,90,3,5,Manager,3,Married,18303,6,No,No,13,3,2,40,21,3,4,1,0,0,0
50,No,Health and Technology,9,3,FT1411030,1,Life Sciences,Male,64,3,1,Laboratory Technician,4,Married,2380,4,No,No,18,3,2,40,8,5,3,1,0,0,0
59,No,Health and Technology,2,3,FT1411032,3,Life Sciences,Female,69,2,4,Manufacturing Director,4,Single,13726,3,No,Yes,13,3,1,40,30,4,3,5,3,4,3
37,Yes,Health and Technology,11,2,FT1011033,1,Computer Science,Female,61,1,2,Healthcare Representative,2,Married,4777,5,No,No,15,3,1,40,15,2,1,1,0,0,0
55,No,Health and Technology,18,4,FT1211034,3,Computer Science,Male,62,3,2,Healthcare Representative,2,Married,6385,3,No,Yes,14,3,4,40,17,3,3,8,7,6,7
41,No,Health and Technology,7,1,FT1111035,2,Life Sciences,Female,55,1,5,Research Director,3,Divorced,19973,1,No,No,22,4,2,40,21,3,3,21,16,5,10
38,No,Marketing,3,4,FT1211036,2,Life Sciences,Male,42,3,2,Sales Executive,4,Single,6861,8,No,Yes,12,3,3,40,19,1,3,1,0,0,0
26,Yes,Marketing,29,2,FT1011037,2,Computer Science,Male,79,1,2,Sales Executive,1,Single,4969,8,No,No,18,3,4,40,7,6,3,2,2,2,2
52,Yes,Marketing,2,1,FT1411038,1,Marketing,Female,57,1,5,Manager,4,Married,19845,1,No,No,15,3,4,40,33,3,3,32,14,6,9
44,No,Marketing,28,3,FT1311039,4,Computer Science,Female,53,4,4,Sales Executive,4,Married,13320,3,No,Yes,18,3,3,40,23,2,3,12,11,11,11
50,No,Marketing,1,3,FT1211040,4,Life Sciences,Female,95,3,2,Sales Executive,3,Married,6347,0,No,No,12,3,1,40,19,3,3,18,7,0,13
36,Yes,Health and Technology,16,4,FT1011042,3,Life Sciences,Female,43,4,1,Laboratory Technician,1,Single,2743,1,No,No,16,3,3,40,18,1,3,17,13,15,14
39,No,Health and Technology,22,3,FT1311043,4,Computer Science,Female,82,3,3,Manufacturing Director,1,Single,10880,1,No,Yes,13,3,3,40,21,2,3,21,6,2,8
33,No,Marketing,8,1,FT1111044,2,Life Sciences,Female,88,2,1,Sales Representative,4,Single,2342,0,No,No,19,3,4,40,3,2,2,2,2,2,2
45,No,Marketing,11,2,FT1411045,4,Life Sciences,Female,90,3,4,Manager,4,Married,17650,3,No,No,13,3,2,40,26,4,4,9,3,1,1
32,No,Health and Technology,29,4,FT1111046,4,Computer Science,Female,69,3,1,Laboratory Technician,3,Single,4025,9,No,No,12,3,2,40,10,2,3,8,7,7,7
34,No,Marketing,1,4,FT1111047,2,Marketing,Male,75,4,2,Sales Executive,4,Divorced,9725,0,No,No,11,3,4,40,16,2,2,15,1,0,9
59,No,Marketing,1,2,FT1511048,2,Technical Degree,Male,66,3,3,Manager,4,Married,11904,3,No,Yes,14,3,3,40,14,1,1,6,4,0,4
45,No,Human Resource,24,4,FT1411049,2,Computer Science,Male,36,3,1,Human Resources,2,Single,2177,1,No,No,16,3,1,40,6,3,3,6,3,0,4
53,No,Marketing,2,3,FT1011050,3,Marketing,Female,38,2,3,Sales Executive,2,Married,7525,2,No,No,12,3,1,40,30,2,3,15,7,6,12
36,Yes,Health and Technology,15,3,FT1311052,1,Other,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7,No,No,14,3,2,40,9,3,2,1,0,0,0
26,Yes,Health and Technology,2,3,FT1011053,1,Life Sciences,Male,57,3,1,Research Scientist,1,Married,2042,6,No,Yes,14,3,2,40,6,2,3,3,2,1,2
34,No,Marketing,10,4,FT1111055,3,Life Sciences,Female,87,3,1,Sales Representative,3,Married,2220,1,No,Yes,19,3,4,40,1,2,3,1,1,0,0
28,No,Marketing,10,1,FT1011056,4,Computer Science,Male,74,3,1,Sales Representative,2,Married,1052,1,No,No,22,4,2,40,1,5,3,1,0,0,0
38,No,Health and Technology,3,4,FT1211060,3,Other,Male,44,3,1,Research Scientist,3,Married,2821,3,No,No,16,3,1,40,8,2,3,2,2,2,2
50,No,Health and Technology,2,4,FT1411061,2,Computer Science,Male,62,3,5,Research Director,3,Married,19237,2,No,Yes,11,3,4,40,29,2,2,8,1,7,7
37,No,Health and Technology,3,3,FT1111062,4,Other,Female,35,3,2,Healthcare Representative,2,Single,4107,3,No,No,15,3,1,40,8,3,2,4,3,0,1
40,No,Marketing,26,3,FT1311066,3,Marketing,Male,74,3,2,Sales Executive,1,Married,8396,1,No,No,14,3,2,40,8,3,2,7,7,7,5
26,No,Health and Technology,1,1,FT1211068,1,Computer Science,Female,66,2,1,Research Scientist,3,Divorced,2007,1,No,No,13,3,3,40,5,5,3,5,3,1,3
46,No,Health and Technology,1,4,FT1211069,4,Computer Science,Male,40,3,5,Research Director,4,Divorced,19627,9,No,No,17,3,4,40,23,0,3,2,2,2,2
54,No,Marketing,2,4,FT1311070,3,Life Sciences,Female,41,2,3,Sales Executive,3,Married,10686,6,No,No,11,3,2,40,13,4,3,9,4,7,0
56,No,Health and Technology,9,3,FT1211071,1,Computer Science,Female,63,3,1,Research Scientist,3,Married,2942,2,No,No,19,3,2,40,18,4,3,5,4,0,3
36,No,Health and Technology,12,5,FT1011073,4,Computer Science,Female,51,2,3,Manufacturing Director,4,Single,8858,0,No,No,11,3,2,40,15,2,2,14,8,7,8
55,No,Health and Technology,2,1,FT1411074,3,Computer Science,Male,40,2,4,Manager,1,Single,16756,7,No,No,15,3,2,40,31,3,4,9,7,6,2
43,No,Marketing,25,3,FT1111076,3,Computer Science,Male,79,2,3,Sales Executive,4,Divorced,10798,5,No,No,13,3,3,40,18,5,3,1,0,0,0
20,Yes,Marketing,9,3,FT1011077,4,Marketing,Female,54,3,1,Sales Representative,4,Single,2323,1,No,Yes,14,3,2,40,2,3,3,2,2,0,2
21,Yes,Health and Technology,10,3,FT1111079,3,Life Sciences,Female,36,2,1,Laboratory Technician,1,Single,1416,1,No,No,13,3,1,40,1,6,2,1,0,1,0
46,No,Health and Technology,8,4,FT1311080,4,Life Sciences,Female,74,2,2,Research Scientist,1,Divorced,4615,8,No,Yes,23,4,1,40,19,2,3,16,13,1,7
51,Yes,Health and Technology,4,4,FT1311081,1,Life Sciences,Male,34,3,1,Research Scientist,3,Married,2461,9,No,Yes,12,3,3,40,18,2,4,10,0,2,7
28,Yes,Health and Technology,24,2,FT1211082,2,Technical Degree,Male,72,2,3,Healthcare Representative,1,Single,8722,1,No,No,12,3,1,40,10,2,2,10,7,1,9
26,No,Health and Technology,1,2,FT1111083,1,Computer Science,Male,59,2,1,Laboratory Technician,1,Married,3955,1,No,No,16,3,1,40,6,2,3,5,3,1,3
30,No,Health and Technology,20,3,FT1111084,3,Other,Male,85,3,2,Manufacturing Director,1,Married,9957,0,No,No,15,3,3,40,7,1,2,6,2,0,2
41,No,Health and Technology,7,2,FT1011085,2,Technical Degree,Female,43,4,1,Research Scientist,3,Married,3376,1,No,No,13,3,3,40,10,3,3,10,6,0,8
38,No,Health and Technology,17,1,FT1211088,3,Life Sciences,Female,65,2,3,Healthcare Representative,3,Married,8823,0,No,No,18,3,1,40,20,4,2,19,9,1,9
40,No,Health and Technology,20,4,FT1311092,1,Technical Degree,Male,61,3,3,Healthcare Representative,4,Married,10322,4,No,No,20,4,4,40,14,6,3,11,10,11,1
27,No,Health and Technology,8,5,FT1111094,1,Life Sciences,Male,87,1,1,Laboratory Technician,3,Married,4621,1,No,No,19,3,4,40,3,4,3,3,2,1,2
55,No,Health and Technology,2,1,FT1011096,4,Life Sciences,Male,65,3,3,Manufacturing Director,2,Married,10976,3,No,No,18,3,2,40,23,4,3,3,2,1,2
28,No,Health and Technology,10,3,FT1111097,3,Other,Female,59,3,2,Research Scientist,3,Single,3660,3,No,No,13,3,4,40,10,4,4,8,7,1,7
44,Yes,Human Resource,1,2,FT1011098,2,Computer Science,Male,91,2,3,Human Resources,1,Married,10482,9,No,No,14,3,4,40,24,1,3,20,6,3,6
33,No,Health and Technology,5,3,FT1311099,4,Life Sciences,Male,34,2,3,Healthcare Representative,4,Divorced,7119,4,No,No,15,3,3,40,9,2,3,3,2,1,2
35,Yes,Marketing,4,3,FT1311100,4,Technical Degree,Male,86,3,3,Sales Executive,1,Single,9582,0,No,Yes,22,4,1,40,9,2,3,8,7,4,7
33,Yes,Health and Technology,29,4,FT1111101,1,Computer Science,Female,54,2,2,Research Scientist,3,Single,4508,1,No,No,22,4,2,40,14,4,3,13,7,3,8
28,No,Health and Technology,15,2,FT1011102,1,Life Sciences,Male,50,3,1,Laboratory Technician,3,Divorced,2207,1,No,No,16,3,4,40,4,5,2,4,2,2,2
34,No,Health and Technology,3,1,FT1211103,1,Life Sciences,Male,45,3,2,Healthcare Representative,4,Single,7756,0,No,No,17,3,3,40,7,1,2,6,2,0,4
37,No,Marketing,10,4,FT1011105,4,Life Sciences,Female,88,2,2,Sales Executive,4,Divorced,6694,2,No,Yes,14,3,3,40,8,5,3,1,0,0,0
25,Yes,Health and Technology,4,1,FT1011106,4,Technical Degree,Male,32,3,1,Laboratory Technician,4,Married,3691,1,No,Yes,15,3,2,40,7,3,4,7,7,5,6
26,Yes,Health and Technology,21,3,FT1011107,1,Computer Science,Male,37,3,1,Laboratory Technician,3,Divorced,2377,1,No,No,20,4,3,40,1,0,2,1,1,0,0
33,Yes,Health and Technology,25,3,FT1111108,1,Computer Science,Male,55,2,1,Research Scientist,2,Single,2313,4,No,Yes,20,4,2,40,5,0,3,2,2,2,2
42,No,Health and Technology,2,2,FT1011109,4,Computer Science,Male,35,3,4,Manager,1,Married,17665,0,No,No,17,3,4,40,23,3,3,22,6,13,7
28,Yes,Health and Technology,1,3,FT1111111,1,Computer Science,Male,45,2,1,Laboratory Technician,2,Divorced,2596,1,No,No,15,3,1,40,1,2,3,1,0,0,0
50,Yes,Marketing,1,4,FT1111113,4,Other,Male,81,3,2,Sales Executive,3,Single,4728,3,No,Yes,14,3,4,40,5,4,3,0,0,0,0
33,No,Marketing,7,3,FT1211114,4,Life Sciences,Female,30,3,2,Sales Executive,2,Married,4302,0,No,No,17,3,3,40,4,3,3,3,2,0,2
34,No,Health and Technology,3,4,FT1111115,3,Life Sciences,Male,40,2,1,Research Scientist,4,Married,2979,3,No,No,17,3,4,40,6,2,3,0,0,0,0
48,No,Health and Technology,1,4,FT1111116,1,Computer Science,Male,35,4,4,Manager,4,Single,16885,2,No,No,22,4,3,40,27,3,2,5,4,2,1
45,No,Marketing,9,4,FT1411117,2,Life Sciences,Female,65,2,2,Sales Executive,3,Married,5593,1,No,No,13,3,4,40,15,2,3,15,10,4,12
52,No,Health and Technology,7,4,FT1311118,2,Life Sciences,Male,87,3,3,Healthcare Representative,2,Single,10445,7,No,No,19,3,4,40,18,4,3,8,6,4,0
38,No,Marketing,10,4,FT1111119,3,Marketing,Male,73,2,3,Sales Executive,3,Divorced,8740,0,No,Yes,14,3,2,40,9,2,3,8,7,2,7
29,No,Health and Technology,28,4,FT1011120,3,Life Sciences,Female,93,3,1,Research Scientist,4,Divorced,2514,4,No,No,22,4,1,40,11,1,3,7,5,1,7
28,No,Health and Technology,3,3,FT1011121,4,Computer Science,Female,93,3,3,Manufacturing Director,2,Divorced,7655,0,No,No,17,3,2,40,10,3,2,9,7,1,7
46,No,Marketing,3,1,FT1211124,1,Marketing,Male,52,3,4,Manager,3,Married,17465,3,No,No,12,3,4,40,23,3,3,12,9,4,9
38,No,Marketing,2,2,FT1111125,4,Marketing,Male,32,3,3,Sales Executive,2,Single,7351,7,No,No,16,3,3,40,10,2,3,1,0,0,0
43,No,Health and Technology,27,3,FT1111126,3,Life Sciences,Female,83,3,3,Manufacturing Director,1,Married,10820,8,No,No,11,3,3,40,18,1,3,8,7,0,1
39,Yes,Health and Technology,2,3,FT1211127,1,Life Sciences,Male,84,3,4,Healthcare Representative,4,Divorced,12169,7,No,No,11,3,4,40,21,4,3,18,7,11,5
40,No,Health and Technology,14,3,FT1011128,3,Computer Science,Male,44,2,5,Research Director,3,Single,19626,1,No,No,14,3,1,40,21,2,4,20,7,4,9
21,No,Health and Technology,1,1,FT1011131,4,Technical Degree,Female,70,2,1,Research Scientist,2,Single,2070,1,No,Yes,11,3,3,40,2,6,4,2,2,2,2
39,No,Health and Technology,9,3,FT1111132,3,Life Sciences,Male,70,3,2,Laboratory Technician,2,Single,6782,9,No,No,15,3,3,40,9,2,2,5,4,0,3
36,No,Health and Technology,18,4,FT1211133,1,Life Sciences,Male,78,3,2,Manufacturing Director,4,Single,7779,2,No,No,20,4,1,40,18,0,3,11,9,0,9
31,No,Marketing,20,3,FT1011135,3,Life Sciences,Male,67,4,1,Sales Representative,4,Married,2791,0,No,No,12,3,1,40,3,4,3,2,2,2,2
28,No,Health and Technology,2,1,FT1011136,1,Life Sciences,Male,67,2,1,Research Scientist,2,Married,3201,0,No,No,17,3,1,40,6,2,1,5,3,0,4
35,No,Marketing,11,2,FT1011137,4,Marketing,Male,54,3,2,Sales Executive,4,Divorced,4968,1,No,No,11,3,4,40,5,3,3,5,2,0,2
49,No,Marketing,8,4,FT1111138,4,Technical Degree,Male,56,2,4,Sales Executive,2,Married,13120,6,No,No,17,3,2,40,22,3,3,9,8,2,3
34,No,Health and Technology,2,2,FT1211140,4,Life Sciences,Male,95,3,2,Manufacturing Director,3,Single,4033,2,No,No,11,3,4,40,5,3,2,3,2,0,2
29,No,Health and Technology,10,3,FT1011143,4,Life Sciences,Female,61,3,1,Research Scientist,2,Divorced,3291,0,No,No,14,3,4,40,8,2,2,7,5,1,1
42,No,Health and Technology,29,3,FT1311148,2,Computer Science,Male,56,1,2,Laboratory Technician,4,Single,4272,4,No,No,19,3,1,40,16,3,3,1,0,0,0
29,No,Health and Technology,8,1,FT1111150,2,Computer Science,Male,79,2,2,Manufacturing Director,4,Married,5056,1,No,Yes,15,3,3,40,10,2,2,10,7,1,2
38,No,Human Resource,1,3,FT1211152,3,Human Resources,Male,37,4,1,Human Resources,3,Married,2844,1,No,No,13,3,4,40,7,2,4,7,6,5,0
28,No,Health and Technology,6,3,FT1211154,3,Life Sciences,Male,39,2,1,Research Scientist,3,Divorced,2703,1,No,Yes,14,3,4,40,3,2,3,3,1,0,2
18,Yes,Health and Technology,8,1,FT1011156,3,Computer Science,Male,80,3,1,Laboratory Technician,3,Single,1904,1,No,No,12,3,4,40,0,0,3,0,0,0,0
33,Yes,Marketing,9,4,FT1211157,1,Marketing,Female,77,3,2,Sales Executive,1,Single,8224,0,No,Yes,17,3,1,40,6,3,3,5,2,0,3
41,No,Health and Technology,12,4,FT1011158,2,Life Sciences,Male,46,3,1,Laboratory Technician,4,Married,4766,3,No,Yes,11,3,1,40,6,4,3,1,0,0,0
31,Yes,Health and Technology,15,3,FT1111160,3,Computer Science,Male,72,3,1,Laboratory Technician,3,Married,2610,1,No,No,12,3,3,40,2,5,2,2,2,2,2
37,No,Health and Technology,25,2,FT1011161,3,Computer Science,Female,52,2,2,Healthcare Representative,4,Divorced,5731,7,No,No,13,3,3,40,9,2,3,6,2,1,3
27,No,Health and Technology,6,3,FT1011162,4,Life Sciences,Male,55,2,1,Research Scientist,3,Married,2539,1,No,No,13,3,3,40,4,0,3,4,2,2,2
34,No,Marketing,9,1,FT1211163,2,Life Sciences,Female,70,3,2,Sales Executive,3,Married,5714,1,No,No,20,4,1,40,6,3,2,6,5,1,3
35,No,Human Resource,8,4,FT1111164,3,Technical Degree,Male,100,3,1,Human Resources,3,Single,4323,1,No,No,17,3,2,40,6,2,1,5,4,1,4
29,Yes,Marketing,23,1,FT1011165,4,Life Sciences,Female,45,2,3,Sales Executive,1,Married,7336,1,No,No,13,3,1,40,11,3,1,11,8,3,10
40,No,Health and Technology,9,4,FT1111166,2,Computer Science,Female,88,3,3,Research Director,3,Single,13499,9,No,No,17,3,3,40,20,3,2,18,7,2,13
42,Yes,Marketing,12,3,FT1111167,3,Life Sciences,Male,44,3,4,Sales Executive,1,Single,13758,0,No,Yes,12,3,2,40,22,2,2,21,9,13,14
42,No,Marketing,4,4,FT1111171,2,Marketing,Male,45,3,2,Sales Executive,1,Single,5155,7,No,No,13,3,4,40,9,3,4,6,4,1,5
35,No,Health and Technology,1,4,FT1111172,4,Computer Science,Male,58,2,1,Laboratory Technician,3,Married,2258,6,No,No,12,3,2,40,10,2,3,8,0,1,7
24,No,Health and Technology,24,3,FT1011173,4,Computer Science,Male,49,3,1,Laboratory Technician,2,Single,3597,8,No,No,22,4,4,40,6,2,3,4,3,1,2
28,Yes,Health and Technology,12,1,FT1211175,3,Life Sciences,Female,79,3,1,Laboratory Technician,4,Married,2515,1,No,Yes,11,3,4,40,1,4,2,1,1,0,0
26,No,Health and Technology,3,4,FT1111177,1,Computer Science,Male,82,4,1,Laboratory Technician,4,Married,4420,1,No,No,22,4,2,40,8,2,3,8,7,0,7
30,No,Marketing,10,3,FT1211179,3,Marketing,Male,72,2,2,Sales Executive,3,Married,6578,1,No,No,18,3,1,40,10,3,3,10,3,1,4
40,No,Health and Technology,26,2,FT1311180,3,Computer Science,Female,92,2,2,Research Scientist,4,Married,4422,3,No,Yes,13,3,4,40,16,3,1,1,1,0,0
35,No,Health and Technology,2,3,FT1111182,3,Life Sciences,Male,44,2,3,Manufacturing Director,2,Divorced,10274,2,No,No,18,3,2,40,15,2,4,7,7,6,4
34,No,Health and Technology,1,3,FT1211184,4,Computer Science,Male,97,2,2,Healthcare Representative,1,Single,5343,0,No,No,20,4,3,40,14,3,3,13,9,4,9
35,No,Health and Technology,4,4,FT1211185,4,Other,Male,47,2,1,Laboratory Technician,4,Married,2376,1,No,No,13,3,2,40,2,2,4,2,2,2,2
43,Yes,Marketing,9,3,FT1311188,1,Marketing,Female,85,1,2,Sales Executive,3,Single,5346,8,No,No,13,3,2,40,7,2,2,4,3,1,3
32,No,Marketing,2,1,FT1111190,3,Life Sciences,Female,76,3,1,Sales Representative,1,Divorced,2827,1,No,No,12,3,3,40,1,3,3,1,0,0,0
56,No,Health and Technology,4,4,FT1011191,4,Technical Degree,Female,92,3,5,Manager,1,Divorced,19943,4,No,No,13,3,4,40,28,2,3,5,2,4,2
29,No,Health and Technology,6,1,FT1211192,2,Computer Science,Female,54,3,1,Laboratory Technician,4,Married,3131,1,No,No,13,3,1,40,10,5,3,10,8,0,8
19,No,Health and Technology,9,2,FT1111193,3,Life Sciences,Male,54,3,1,Research Scientist,1,Single,2552,1,No,No,25,4,3,40,1,4,3,1,1,0,0
45,No,Health and Technology,7,3,FT1211195,1,Computer Science,Female,83,3,1,Research Scientist,3,Married,4477,4,No,Yes,19,3,3,40,7,2,2,3,2,0,2
37,No,Health and Technology,1,3,FT1211196,4,Life Sciences,Female,56,2,2,Manufacturing Director,4,Married,6474,1,No,No,13,3,2,40,14,2,2,14,8,3,11
20,No,Health and Technology,3,3,FT1011198,1,Life Sciences,Male,87,2,1,Laboratory Technician,3,Single,3033,1,No,No,12,3,1,40,2,2,2,2,2,1,2
44,Yes,Health and Technology,10,4,FT1311200,3,Life Sciences,Male,96,3,1,Research Scientist,3,Single,2936,1,No,Yes,11,3,3,40,6,4,3,6,4,0,2
53,No,Health and Technology,7,2,FT1211201,4,Computer Science,Female,50,3,5,Manager,3,Divorced,18606,3,No,No,18,3,2,40,26,6,3,7,7,4,7
29,No,Health and Technology,15,1,FT1011202,2,Life Sciences,Female,69,1,1,Research Scientist,4,Married,2168,0,No,Yes,18,3,1,40,6,2,2,5,4,1,3
22,Yes,Health and Technology,3,4,FT1111203,3,Life Sciences,Male,48,2,1,Research Scientist,4,Married,2853,0,No,Yes,11,3,2,40,1,5,3,0,0,0,0
46,No,Marketing,2,3,FT1011204,3,Marketing,Female,69,3,4,Manager,1,Married,17048,8,No,No,23,4,1,40,28,2,3,26,15,15,9
44,No,Health and Technology,17,3,FT1411206,4,Life Sciences,Male,74,1,1,Research Scientist,3,Single,2290,2,No,No,13,3,4,40,6,3,3,0,0,0,0
33,No,Human Resource,2,3,FT1111207,2,Human Resources,Male,99,3,1,Human Resources,3,Married,3600,1,No,No,13,3,4,40,5,2,3,5,4,1,4
41,Yes,Health and Technology,5,2,FT1311210,1,Life Sciences,Male,95,2,1,Research Scientist,1,Divorced,2107,6,No,No,17,3,1,40,5,2,1,1,0,0,0
30,No,Marketing,29,4,FT1011211,3,Life Sciences,Male,61,3,2,Sales Executive,1,Divorced,4115,8,No,No,19,3,3,40,8,3,3,4,3,0,3
40,No,Marketing,2,4,FT1211212,2,Computer Science,Male,62,3,2,Sales Executive,2,Married,4327,5,No,No,12,3,4,40,5,2,3,0,0,0,0
50,No,Health and Technology,2,3,FT1311215,4,Computer Science,Female,30,3,4,Manager,1,Married,17856,2,No,No,22,4,3,40,32,3,3,2,2,2,2
28,No,Health and Technology,19,4,FT1011216,4,Computer Science,Male,78,2,1,Laboratory Technician,1,Married,3196,1,No,No,12,3,3,40,6,2,3,6,5,3,3
46,No,Health and Technology,15,2,FT1011217,4,Life Sciences,Male,52,3,5,Research Director,2,Married,19081,5,No,No,11,3,1,40,25,2,3,4,2,0,3
35,No,Marketing,17,4,FT1011218,3,Life Sciences,Male,94,3,2,Sales Executive,1,Married,8966,3,No,Yes,15,3,4,40,15,2,3,7,7,1,7
24,Yes,Health and Technology,17,2,FT1011219,4,Life Sciences,Female,97,3,1,Laboratory Technician,2,Married,2210,1,No,No,13,3,1,40,1,3,1,1,0,0,0
33,No,Marketing,25,3,FT1111220,2,Computer Science,Female,82,3,2,Sales Executive,3,Married,4539,1,No,No,12,3,1,40,10,3,2,10,7,0,1
36,No,Health and Technology,6,4,FT1111221,3,Life Sciences,Male,60,1,1,Laboratory Technician,3,Divorced,2741,1,No,No,14,3,3,40,7,4,3,7,7,1,7
30,No,Health and Technology,7,4,FT1211224,3,Life Sciences,Male,49,3,2,Laboratory Technician,3,Divorced,3491,1,No,No,13,3,1,40,10,4,2,10,7,8,9
44,No,Health and Technology,29,4,FT1311225,4,Other,Male,32,3,2,Research Scientist,4,Single,4541,1,No,No,25,4,2,40,20,3,3,20,11,13,17
20,No,Marketing,21,3,FT1011226,3,Marketing,Male,43,4,1,Sales Representative,4,Single,2678,1,No,No,17,3,4,40,2,2,3,2,1,2,2
46,No,Health and Technology,2,4,FT1111228,4,Technical Degree,Male,60,3,2,Manufacturing Director,4,Divorced,7379,2,No,No,11,3,3,40,12,3,2,6,3,1,4
42,No,Human Resource,2,5,FT1011231,4,Computer Science,Male,79,4,2,Human Resources,1,Married,6272,7,No,No,16,3,1,40,10,3,4,4,3,0,3
60,No,Marketing,7,4,FT1111233,2,Marketing,Male,52,4,2,Sales Executive,4,Divorced,5220,0,No,Yes,18,3,2,40,12,3,3,11,7,1,9
32,No,Health and Technology,13,3,FT1111234,3,Other,Female,77,2,1,Laboratory Technician,2,Married,2743,1,No,No,20,4,3,40,2,2,3,2,2,2,2
32,No,Health and Technology,2,2,FT1011235,4,Life Sciences,Female,38,3,2,Research Scientist,3,Single,4998,4,No,Yes,14,3,4,40,10,2,3,8,7,0,7
36,No,Health and Technology,1,3,FT1111237,3,Technical Degree,Female,77,1,3,Manufacturing Director,1,Divorced,10252,2,No,Yes,21,4,3,40,17,2,3,7,7,7,7
33,No,Health and Technology,9,3,FT1111238,1,Computer Science,Male,60,3,1,Research Scientist,4,Married,2781,0,No,No,13,3,2,40,15,5,3,14,10,4,10
40,No,Marketing,10,3,FT1211239,2,Technical Degree,Female,84,2,2,Sales Executive,2,Divorced,6852,7,No,No,12,3,2,40,7,2,4,5,1,1,3
25,No,Marketing,10,4,FT1011240,3,Life Sciences,Male,57,3,2,Sales Executive,4,Single,4950,0,No,No,14,3,2,40,5,4,3,4,3,1,1
30,No,Health and Technology,1,3,FT1211241,4,Computer Science,Male,63,3,1,Research Scientist,2,Married,3579,0,No,Yes,21,4,1,40,12,2,3,11,9,5,7
42,No,Health and Technology,26,5,FT1111242,1,Computer Science,Female,60,3,3,Research Director,1,Married,13191,3,No,Yes,17,3,3,40,20,6,3,1,0,0,0
35,No,Marketing,8,2,FT1111243,3,Marketing,Female,78,2,3,Sales Executive,4,Married,10377,4,No,Yes,11,3,2,40,16,6,2,13,2,4,12
27,No,Health and Technology,14,3,FT1111244,1,Life Sciences,Male,42,3,1,Research Scientist,1,Married,2235,1,No,Yes,14,3,4,40,9,3,2,9,7,6,8
54,No,Health and Technology,1,4,FT1111245,4,Life Sciences,Female,53,3,3,Manufacturing Director,3,Divorced,10502,7,No,No,17,3,1,40,33,2,1,5,4,1,4
44,No,Health and Technology,2,1,FT1111246,1,Life Sciences,Female,72,4,1,Research Scientist,4,Married,2011,1,No,No,13,3,4,40,10,5,3,10,5,7,7
19,Yes,Health and Technology,10,3,FT1011248,1,Computer Science,Female,96,2,1,Research Scientist,2,Single,1859,1,No,Yes,25,4,2,40,1,2,4,1,1,0,0
29,No,Health and Technology,1,3,FT1111249,1,Life Sciences,Female,97,3,1,Research Scientist,4,Divorced,3760,1,No,No,15,3,1,40,3,5,3,3,2,1,2
54,No,Health and Technology,3,3,FT1011250,4,Life Sciences,Male,85,3,4,Research Director,4,Married,17779,3,No,No,14,3,1,40,36,2,3,10,9,0,9
31,No,Health and Technology,11,2,FT1111251,3,Computer Science,Male,80,3,2,Healthcare Representative,1,Married,6833,1,No,Yes,12,3,4,40,6,2,2,6,5,0,1
31,No,Health and Technology,24,3,FT1211252,3,Computer Science,Female,96,2,2,Healthcare Representative,1,Single,6812,1,No,No,19,3,2,40,10,2,3,10,9,1,8
59,No,Marketing,3,3,FT1511254,3,Life Sciences,Female,48,2,2,Sales Executive,4,Single,5171,5,No,No,17,3,4,40,13,2,3,6,1,0,5
43,No,Health and Technology,3,3,FT1411255,3,Life Sciences,Male,96,1,5,Research Director,4,Married,19740,3,No,No,14,3,2,40,25,2,3,8,7,0,7
